rna-gnl|WGS:MRZV|mrna.BSL78_05767	55fd1713dd390b4e1fe96d4a01f1d07c	129	Pfam	PF00412	LIM domain	4	61	1.2E-12	T	29-11-2022	IPR001781	Zinc finger, LIM-type	-
rna-gnl|WGS:MRZV|mrna.BSL78_05767	55fd1713dd390b4e1fe96d4a01f1d07c	129	Pfam	PF00412	LIM domain	68	122	1.7E-10	T	29-11-2022	IPR001781	Zinc finger, LIM-type	-
rna-gnl|WGS:MRZV|mrna.BSL78_23902	bf36098a030c85774d5f3f724559c482	950	Pfam	PF02985	HEAT repeat	487	510	2.2E-4	T	29-11-2022	IPR000357	HEAT repeat	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_23902	bf36098a030c85774d5f3f724559c482	950	Pfam	PF14538	Raptor N-terminal CASPase like domain	2	90	3.0E-44	T	29-11-2022	IPR029347	Raptor, N-terminal CASPase-like domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_26732	b0cf2037ba4822151a7dbb41104a8b02	235	Pfam	PF17917	RNase H-like domain found in reverse transcriptase	125	217	6.6E-25	T	29-11-2022	IPR041373	Reverse transcriptase, RNase H-like domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_13952	43597ba6e4626b54611cc584dc2435c9	274	Pfam	PF02759	RUN domain	5	69	1.5E-8	T	29-11-2022	IPR004012	RUN domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_05868	2ee15b950e25844e99f54ba406a8a663	559	Pfam	PF17517	IgGFc binding protein	7	122	2.8E-30	T	29-11-2022	IPR035234	IgGFc-binding protein, N-terminal	-
rna-gnl|WGS:MRZV|mrna.BSL78_22475	48af8f1b677bbab86b366566601bb427	256	Pfam	PF00106	short chain dehydrogenase	72	235	2.7E-27	T	29-11-2022	IPR002347	Short-chain dehydrogenase/reductase SDR	-
rna-gnl|WGS:MRZV|mrna.BSL78_04941	29eaaf5788112bc6c98b6191277fa04c	223	Pfam	PF08344	Transient receptor ion channel II	83	145	2.1E-26	T	29-11-2022	IPR013555	Transient receptor ion channel domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_04941	29eaaf5788112bc6c98b6191277fa04c	223	Pfam	PF00023	Ankyrin repeat	51	72	0.016	T	29-11-2022	IPR002110	Ankyrin repeat	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_03810	6f9142ae209a401b8e42987e0e7ec2a6	195	Pfam	PF03114	BAR domain	20	169	9.5E-35	T	29-11-2022	IPR004148	BAR domain	GO:0005515|GO:0005737
rna-gnl|WGS:MRZV|mrna.BSL78_27161	98f7bbee9bb6863521337e6c0029951b	187	Pfam	PF00058	Low-density lipoprotein receptor repeat class B	1	42	1.4E-7	T	29-11-2022	IPR000033	LDLR class B repeat	-
rna-gnl|WGS:MRZV|mrna.BSL78_21268	86fe00af60e9e8a6c24c48f3afae3038	130	Pfam	PF05241	EXPERA (EXPanded EBP superfamily)	10	96	4.9E-14	T	29-11-2022	-	-
rna-gnl|WGS:MRZV|mrna.BSL78_16178	7478b785333b045f6c09db76556da3df	509	Pfam	PF00579	tRNA synthetases class I (W and Y)	16	304	8.0E-68	T	29-11-2022	IPR002305	Aminoacyl-tRNA synthetase, class Ic	GO:0000166|GO:0004812|GO:0005524|GO:0006418
rna-gnl|WGS:MRZV|mrna.BSL78_16178	7478b785333b045f6c09db76556da3df	509	Pfam	PF01588	Putative tRNA binding domain	352	446	2.1E-28	T	29-11-2022	IPR002547	tRNA-binding domain	GO:0000049
rna-gnl|WGS:MRZV|mrna.BSL78_07212	cb4a7f3b91bf61ecd29e3727915b2d5c	362	Pfam	PF05826	Phospholipase A2	298	362	8.7E-19	T	29-11-2022	IPR016090	Phospholipase A2 domain	GO:0004623|GO:0006644|GO:0050482
rna-gnl|WGS:MRZV|mrna.BSL78_21250	fdfe458762415269e7c624c29978fbd5	249	Pfam	PF00071	Ras family	32	196	3.8E-54	T	29-11-2022	IPR001806	Small GTPase	GO:0003924|GO:0005525
rna-gnl|WGS:MRZV|mrna.BSL78_23616	c980c1c5db394a0fff38217909724c57	250	Pfam	PF00557	Metallopeptidase family M24	13	230	3.6E-29	T	29-11-2022	IPR000994	Peptidase M24	-
rna-gnl|WGS:MRZV|mrna.BSL78_14381	c650304d05ffa73d8778189be495710f	133	Pfam	PF00246	Zinc carboxypeptidase	3	127	1.7E-28	T	29-11-2022	IPR000834	Peptidase M14, carboxypeptidase A	GO:0004181|GO:0006508|GO:0008270
rna-gnl|WGS:MRZV|mrna.BSL78_05032	cdb7af0217654ca0d2a8b04c2ee56062	406	Pfam	PF00397	WW domain	12	41	5.9E-10	T	29-11-2022	IPR001202	WW domain	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_05032	cdb7af0217654ca0d2a8b04c2ee56062	406	Pfam	PF00106	short chain dehydrogenase	119	256	1.2E-22	T	29-11-2022	IPR002347	Short-chain dehydrogenase/reductase SDR	-
rna-gnl|WGS:MRZV|mrna.BSL78_11176	4684441a0f45fea02dbdab2ffbbb9462	223	Pfam	PF00147	Fibrinogen beta and gamma chains, C-terminal globular domain	56	222	2.3E-34	T	29-11-2022	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_09833	88e49753d5a04092a5115a0d8473a532	200	Pfam	PF03357	Snf7	19	179	7.4E-38	T	29-11-2022	IPR005024	Snf7 family	GO:0007034
rna-gnl|WGS:MRZV|mrna.BSL78_01175	aef86dc31dccb59e5a0a53afd0334619	254	Pfam	PF03567	Sulfotransferase family	2	238	3.1E-11	T	29-11-2022	IPR005331	Sulfotransferase	GO:0008146|GO:0016020
rna-gnl|WGS:MRZV|mrna.BSL78_05391	aa24eabcd2de16c3ad4285792ce43f69	623	Pfam	PF08355	EF hand associated	344	372	1.4E-7	T	29-11-2022	IPR013566	Mitochondrial Rho GTPase 1/3, EF hand associated, type-1	-
rna-gnl|WGS:MRZV|mrna.BSL78_05391	aa24eabcd2de16c3ad4285792ce43f69	623	Pfam	PF08356	EF hand associated	223	308	1.9E-35	T	29-11-2022	IPR013567	EF hand associated, type-2	-
rna-gnl|WGS:MRZV|mrna.BSL78_05391	aa24eabcd2de16c3ad4285792ce43f69	623	Pfam	PF00071	Ras family	8	169	7.4E-20	T	29-11-2022	IPR001806	Small GTPase	GO:0003924|GO:0005525
rna-gnl|WGS:MRZV|mrna.BSL78_07803	6a448ab30385166553738bd1622d2112	273	Pfam	PF00907	T-box	1	150	8.7E-54	T	29-11-2022	IPR046360	T-box transcription factor, DNA-binding domain	GO:0003700|GO:0045893
rna-gnl|WGS:MRZV|mrna.BSL78_01523	87c448f41480af0f5ddf35d52d111c94	374	Pfam	PF00270	DEAD/DEAH box helicase	151	304	1.2E-7	T	29-11-2022	IPR011545	DEAD/DEAH box helicase domain	GO:0003676|GO:0005524
rna-gnl|WGS:MRZV|mrna.BSL78_29686	dc62bcb03e5b157d0c16e32f70d4c17c	336	Pfam	PF00106	short chain dehydrogenase	115	191	3.0E-8	T	29-11-2022	IPR002347	Short-chain dehydrogenase/reductase SDR	-
rna-gnl|WGS:MRZV|mrna.BSL78_07659	8583cf5915489342875d331273956022	118	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	27	117	3.6E-11	T	29-11-2022	IPR000477	Reverse transcriptase domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_30104	6d5feaf66dd5be20763a7ab40fb0a7b2	352	Pfam	PF08952	Domain of unknown function (DUF1866)	143	279	1.9E-35	T	29-11-2022	IPR015047	Synaptojanin-1/2, RNA recognition motif	-
rna-gnl|WGS:MRZV|mrna.BSL78_19653	005fae729babd1348fecc1df025527e4	1142	Pfam	PF01033	Somatomedin B domain	141	177	2.2E-6	T	29-11-2022	IPR001212	Somatomedin B domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_19653	005fae729babd1348fecc1df025527e4	1142	Pfam	PF00530	Scavenger receptor cysteine-rich domain	487	582	3.1E-11	T	29-11-2022	IPR001190	SRCR domain	GO:0005044|GO:0016020
rna-gnl|WGS:MRZV|mrna.BSL78_19653	005fae729babd1348fecc1df025527e4	1142	Pfam	PF00530	Scavenger receptor cysteine-rich domain	23	122	5.3E-7	T	29-11-2022	IPR001190	SRCR domain	GO:0005044|GO:0016020
rna-gnl|WGS:MRZV|mrna.BSL78_16076	08444efe27fc996650353fb7a2884e07	255	Pfam	PF00153	Mitochondrial carrier protein	175	255	2.4E-12	T	29-11-2022	IPR018108	Mitochondrial substrate/solute carrier	-
rna-gnl|WGS:MRZV|mrna.BSL78_16076	08444efe27fc996650353fb7a2884e07	255	Pfam	PF00153	Mitochondrial carrier protein	76	169	2.4E-24	T	29-11-2022	IPR018108	Mitochondrial substrate/solute carrier	-
rna-gnl|WGS:MRZV|mrna.BSL78_16076	08444efe27fc996650353fb7a2884e07	255	Pfam	PF00153	Mitochondrial carrier protein	9	66	8.3E-14	T	29-11-2022	IPR018108	Mitochondrial substrate/solute carrier	-
rna-gnl|WGS:MRZV|mrna.BSL78_18730	e9906373d22067e797a25b87407d87bb	471	Pfam	PF00250	Forkhead domain	133	215	2.6E-36	T	29-11-2022	IPR001766	Fork head domain	GO:0003700|GO:0006355|GO:0043565
rna-gnl|WGS:MRZV|mrna.BSL78_09617	2d3b51a45248e45ec9b9f9c4cf459020	250	Pfam	PF00400	WD domain, G-beta repeat	28	49	0.048	T	29-11-2022	IPR001680	WD40 repeat	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_09617	2d3b51a45248e45ec9b9f9c4cf459020	250	Pfam	PF00400	WD domain, G-beta repeat	69	97	2.5E-4	T	29-11-2022	IPR001680	WD40 repeat	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_12106	9302f1cbfb9a45c79106b72e313831f4	265	Pfam	PF00003	7 transmembrane sweet-taste receptor of 3 GCPR	1	193	7.8E-15	T	29-11-2022	IPR017978	GPCR family 3, C-terminal	GO:0004930|GO:0007186|GO:0016020
rna-gnl|WGS:MRZV|mrna.BSL78_25013	5dea0d59d9a73c1841238dd2766e17fe	552	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	294	381	4.3E-16	T	29-11-2022	IPR000477	Reverse transcriptase domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_17973	090c55b56f4e05baa663a49c88bb639e	235	Pfam	PF04389	Peptidase family M28	1	166	1.7E-10	T	29-11-2022	IPR007484	Peptidase M28	-
rna-gnl|WGS:MRZV|mrna.BSL78_10839	299d3891ec3b0743edc7a0da86bbf405	140	Pfam	PF01094	Receptor family ligand binding region	46	133	4.8E-12	T	29-11-2022	IPR001828	Receptor, ligand binding region	-
rna-gnl|WGS:MRZV|mrna.BSL78_04635	f64c96b4542a3b7a01a6d2203462fd23	371	Pfam	PF01218	Coproporphyrinogen III oxidase	71	370	6.2E-144	T	29-11-2022	IPR001260	Coproporphyrinogen III oxidase, aerobic	GO:0004109|GO:0006779
rna-gnl|WGS:MRZV|mrna.BSL78_02385	ae81776189750923c4f32b551b5de4a2	833	Pfam	PF01391	Collagen triple helix repeat (20 copies)	252	309	7.6E-8	T	29-11-2022	IPR008160	Collagen triple helix repeat	-
rna-gnl|WGS:MRZV|mrna.BSL78_20385	e8ce70cc28d41b32b6acc8eaad6a5308	161	Pfam	PF19311	KELAA motif	124	150	6.1E-10	T	29-11-2022	IPR045668	FHF complex subunit HOOK interacting protein, KELAA motif	-
rna-gnl|WGS:MRZV|mrna.BSL78_20385	e8ce70cc28d41b32b6acc8eaad6a5308	161	Pfam	PF19314	Family of unknown function (DUF5917)	1	44	1.4E-7	T	29-11-2022	IPR045669	FHF complex subunit HOOK interacting protein, C-terminal	-
rna-gnl|WGS:MRZV|mrna.BSL78_02759	973e1f22b7a4933245a57dd8dfa0170c	216	Pfam	PF07686	Immunoglobulin V-set domain	3	85	4.8E-6	T	29-11-2022	IPR013106	Immunoglobulin V-set domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_18266	619e53e3dd2ae2f5262f10265bd611b1	630	Pfam	PF05970	PIF1-like helicase	197	494	9.6E-66	T	29-11-2022	IPR010285	DNA helicase Pif1-like	GO:0000723|GO:0003678|GO:0006281
rna-gnl|WGS:MRZV|mrna.BSL78_20180	da6c0a6255fa7bffdaf62065592fab10	1021	Pfam	PF05729	NACHT domain	501	653	1.1E-15	T	29-11-2022	IPR007111	NACHT nucleoside triphosphatase	-
rna-gnl|WGS:MRZV|mrna.BSL78_18609	5a15d95ca323caa60912b83a6ab54c23	224	Pfam	PF00248	Aldo/keto reductase family	5	198	5.8E-36	T	29-11-2022	IPR023210	NADP-dependent oxidoreductase domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_03737	c0ebaf8045a3023bc016d20004438ae6	304	Pfam	PF10192	Rhodopsin-like GPCR transmembrane domain	251	302	1.4E-5	T	29-11-2022	IPR019336	Intimal thickness related receptor, IRP	GO:0007186|GO:0019236
rna-gnl|WGS:MRZV|mrna.BSL78_27185	c7551ecbf7d8088195356f56f24cfde5	441	Pfam	PF00041	Fibronectin type III domain	139	212	5.8E-9	T	29-11-2022	IPR003961	Fibronectin type III	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF16186	Atypical Arm repeat	429	478	2.3E-20	T	29-11-2022	IPR032413	Atypical Arm repeat	-
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	169	209	3.5E-6	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	84	124	1.1E-12	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	254	292	1.1E-7	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	381	418	6.7E-6	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	212	250	2.0E-4	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	126	164	2.4E-11	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	337	376	5.1E-10	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF00514	Armadillo/beta-catenin-like repeat	296	335	3.6E-9	T	29-11-2022	IPR000225	Armadillo	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10905	e5495c1bcdf0e9a96ef2d9ca9507bb95	500	Pfam	PF01749	Importin beta binding domain	5	73	9.0E-15	T	29-11-2022	IPR002652	Importin-alpha, importin-beta-binding domain	GO:0006606|GO:0061608
rna-gnl|WGS:MRZV|mrna.BSL78_16392	48894c243ea52ef9d5a7c81b6cab17eb	182	Pfam	PF00008	EGF-like domain	143	175	2.1E-4	T	29-11-2022	IPR000742	EGF-like domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_12491	ed0aaed135500394b3e68d22a1605770	864	Pfam	PF14868	Domain of unknown function (DUF4487)	196	745	2.0E-81	T	29-11-2022	IPR027902	Protein of unknown function DUF4487	-
rna-gnl|WGS:MRZV|mrna.BSL78_16169	30f0a2d0f7bc0657606227d37c23937f	164	Pfam	PF05832	Eukaryotic protein of unknown function (DUF846)	1	99	3.1E-35	T	29-11-2022	IPR008564	Golgi apparatus membrane protein TVP23-like	GO:0016020
rna-gnl|WGS:MRZV|mrna.BSL78_15828	5cf8a73ff3613a4f67295f88b8d57ec0	646	Pfam	PF00041	Fibronectin type III domain	246	316	6.4E-7	T	29-11-2022	IPR003961	Fibronectin type III	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_10597	5f69540bbaa9aa002333678f755cba6a	554	Pfam	PF03062	MBOAT, membrane-bound O-acyltransferase family	172	451	8.0E-23	T	29-11-2022	IPR004299	Membrane bound O-acyl transferase, MBOAT	-
rna-gnl|WGS:MRZV|mrna.BSL78_02736	78f990b7067a2a43aa27bb513c11f842	282	Pfam	PF05485	THAP domain	5	96	5.1E-10	T	29-11-2022	IPR006612	THAP-type zinc finger	-
rna-gnl|WGS:MRZV|mrna.BSL78_10852	58fa7d263cf16f6d36d3da500c4e5490	313	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	141	208	5.3E-16	T	29-11-2022	IPR000504	RNA recognition motif domain	GO:0003723
rna-gnl|WGS:MRZV|mrna.BSL78_10852	58fa7d263cf16f6d36d3da500c4e5490	313	Pfam	PF00076	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	222	283	1.1E-4	T	29-11-2022	IPR000504	RNA recognition motif domain	GO:0003723
rna-gnl|WGS:MRZV|mrna.BSL78_10852	58fa7d263cf16f6d36d3da500c4e5490	313	Pfam	PF18360	Heterogeneous nuclear ribonucleoprotein Q acidic domain	28	78	2.6E-11	T	29-11-2022	IPR041337	Heterogeneous nuclear ribonucleoprotein Q acidic domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_00311	d8098e810b90074c2dc971b73770af0f	310	Pfam	PF00435	Spectrin repeat	59	146	1.1E-8	T	29-11-2022	IPR002017	Spectrin repeat	GO:0005515
rna-gnl|WGS:MRZV|mrna.BSL78_18602	ea32d1bdeac3a6921b9cc0f8ace4e6bd	302	Pfam	PF03372	Endonuclease/Exonuclease/phosphatase family	14	122	1.2E-5	T	29-11-2022	IPR005135	Endonuclease/exonuclease/phosphatase	GO:0003824
rna-gnl|WGS:MRZV|mrna.BSL78_23976	476696e354414d9f3ffd767754b7503c	184	Pfam	PF04505	Interferon-induced transmembrane protein	83	112	2.2E-9	T	29-11-2022	IPR007593	CD225/Dispanin family	GO:0016020
rna-gnl|WGS:MRZV|mrna.BSL78_08890	f80a664ed14f5f1594a559041d3dd9ee	317	Pfam	PF05693	Glycogen synthase	2	301	4.6E-150	T	29-11-2022	IPR008631	Glycogen synthase	GO:0004373|GO:0005978
rna-gnl|WGS:MRZV|mrna.BSL78_14447	fef02fec9b5a3f3999f868d4801a82cc	166	Pfam	PF00355	Rieske [2Fe-2S] domain	68	127	7.5E-9	T	29-11-2022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0051537
rna-gnl|WGS:MRZV|mrna.BSL78_30316	49c71c11a38b4e924116f2b6223318b2	117	Pfam	PF09170	CST, complex subunit STN1, C terminal	5	110	1.5E-18	T	29-11-2022	IPR015253	Stn1, C-terminal	-
rna-gnl|WGS:MRZV|mrna.BSL78_26377	ee2d992386538198b8e624d115fb6d5d	412	Pfam	PF00632	HECT-domain (ubiquitin-transferase)	259	405	7.3E-7	T	29-11-2022	IPR000569	HECT domain	GO:0004842
rna-gnl|WGS:MRZV|mrna.BSL78_23473	462651bab7a92ab9b02625036b9bb02c	77	Pfam	PF00531	Death domain	4	76	8.2E-14	T	29-11-2022	IPR000488	Death domain	GO:0005515|GO:0007165
rna-gnl|WGS:MRZV|mrna.BSL78_10925	0f23d0fba4f6561ab759e507cc56e302	253	Pfam	PF04950	40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal	2	220	2.7E-80	T	29-11-2022	IPR007034	Ribosome biogenesis protein BMS1/TSR1, C-terminal	-
rna-gnl|WGS:MRZV|mrna.BSL78_26376	7e3b712f2d0f7957e5ba90d034530a6a	663	Pfam	PF00620	RhoGAP domain	356	502	5.3E-34	T	29-11-2022	IPR000198	Rho GTPase-activating protein domain	GO:0007165
rna-gnl|WGS:MRZV|mrna.BSL78_02539	3c066da945d723cee0bc0de314e0fa37	419	Pfam	PF02460	Patched family	51	339	1.0E-37	T	29-11-2022	IPR003392	Protein patched/dispatched	GO:0016020
rna-gnl|WGS:MRZV|mrna.BSL78_01343	d9bc6daf43a5bededba43df89d5b6fd5	614	Pfam	PF00685	Sulfotransferase domain	343	541	1.7E-19	T	29-11-2022	IPR000863	Sulfotransferase domain	GO:0008146
rna-gnl|WGS:MRZV|mrna.BSL78_30177	f0ebc5e8b462f1c20d6f31d68934d24e	73	Pfam	PF06179	Surfeit locus protein 5 subunit 22 of Mediator complex	25	73	3.1E-8	T	29-11-2022	IPR009332	Mediator of RNA polymerase II transcription subunit 22	GO:0003712|GO:0006357|GO:0016592
rna-gnl|WGS:MRZV|mrna.BSL78_19471	e258364a6d0cb096d518ed08fbf4ea85	550	Pfam	PF05729	NACHT domain	108	259	3.8E-10	T	29-11-2022	IPR007111	NACHT nucleoside triphosphatase	-
rna-gnl|WGS:MRZV|mrna.BSL78_01656	2f6a13aa085a07d322aabaf629897791	189	Pfam	PF00147	Fibrinogen beta and gamma chains, C-terminal globular domain	2	80	1.2E-20	T	29-11-2022	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_06905	87f8ee9cff69e242b384df6ffa1e1ea9	155	Pfam	PF14670	Coagulation Factor Xa inhibitory site	121	151	6.0E-9	T	29-11-2022	-	-
rna-gnl|WGS:MRZV|mrna.BSL78_19888	10c763a0b4863a33926532729b74a9c0	1041	Pfam	PF12765	HEAT repeat associated with sister chromatid cohesion	845	886	7.6E-11	T	29-11-2022	IPR026003	HEAT repeat associated with sister chromatid cohesion protein	-
rna-gnl|WGS:MRZV|mrna.BSL78_22287	8f0bf69693e6f718005bd534c60d239f	165	Pfam	PF00079	Serpin (serine protease inhibitor)	15	162	4.0E-41	T	29-11-2022	IPR023796	Serpin domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_21820	0228097c05021dd526886753275b97f8	117	Pfam	PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain	31	103	6.0E-28	T	29-11-2022	IPR009025	DNA-directed RNA polymerase, RBP11-like dimerisation domain	GO:0006351|GO:0046983
rna-gnl|WGS:MRZV|mrna.BSL78_27649	47f76db7698a1f58fef5e2730d348d2d	103	Pfam	PF00250	Forkhead domain	13	97	1.5E-36	T	29-11-2022	IPR001766	Fork head domain	GO:0003700|GO:0006355|GO:0043565
rna-gnl|WGS:MRZV|mrna.BSL78_06047	7602d3a6f7de34b248c799db00e87c61	285	Pfam	PF00096	Zinc finger, C2H2 type	132	154	0.01	T	29-11-2022	IPR013087	Zinc finger C2H2-type	-
rna-gnl|WGS:MRZV|mrna.BSL78_06047	7602d3a6f7de34b248c799db00e87c61	285	Pfam	PF00096	Zinc finger, C2H2 type	205	229	0.012	T	29-11-2022	IPR013087	Zinc finger C2H2-type	-
rna-gnl|WGS:MRZV|mrna.BSL78_09153	e75d832e8823279884b0a9c3aa7ef21b	166	Pfam	PF10294	Lysine methyltransferase	36	154	1.8E-15	T	29-11-2022	IPR019410	Lysine methyltransferase	-
rna-gnl|WGS:MRZV|mrna.BSL78_17009	c27acf97301d343c1c8c35330360082f	434	Pfam	PF00561	alpha/beta hydrolase fold	257	314	1.9E-8	T	29-11-2022	IPR000073	Alpha/beta hydrolase fold-1	-
rna-gnl|WGS:MRZV|mrna.BSL78_17009	c27acf97301d343c1c8c35330360082f	434	Pfam	PF13419	Haloacid dehalogenase-like hydrolase	95	203	2.0E-13	T	29-11-2022	IPR041492	Haloacid dehalogenase-like hydrolase	-
rna-gnl|WGS:MRZV|mrna.BSL78_13831	f938af76ba6908ff18e2fe8581e595f3	344	Pfam	PF00147	Fibrinogen beta and gamma chains, C-terminal globular domain	124	336	2.1E-72	T	29-11-2022	IPR002181	Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain	-
rna-gnl|WGS:MRZV|mrna.BSL78_25400	469cbf46e3ba738fade71ce92640a90c	304	Pfam	PF05918	Apoptosis inhibitory protein 5 (API5)	4	134	7.4E-55	T	29-11-2022	IPR008383	Apoptosis inhibitory 5	-
rna-gnl|WGS:MRZV|mrna.BSL78_04655	f3268de69da89e281ec87d2b406f32e5	145	Pfam	PF00348	Polyprenyl synthetase	44	141	2.6E-10	T	29-11-2022	IPR000092	Polyprenyl synthetase	GO:0008299
rna-gnl|WGS:MRZV|mrna.BSL78_18731	adf5a005cbd27c9794a617e6804dd9da	268	Pfam	PF00191	Annexin	39	103	1.6E-25	T	29-11-2022	IPR018502	Annexin repeat	GO:0005509|GO:0005544
